NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902042	NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902042		17	-0.70671976	-2.4248817	0.0	1.5595209E-4	0.002	663	tags=47%, list=6%, signal=50%	
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS		44	-0.55576974	-2.4136748	0.0	1.5263395E-4	0.002	760	tags=39%, list=7%, signal=41%	
PID_IL23_PATHWAY%MSIGDB_C2%PID_IL23_PATHWAY	PID_IL23_PATHWAY%MSIGDB_C2%PID_IL23_PATHWAY		17	-0.68695825	-2.3902779	0.0	3.7521136E-4	0.005	898	tags=65%, list=8%, signal=70%	
CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098	CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098		24	-0.61802405	-2.39025	0.0	3.67554E-4	0.005	597	tags=46%, list=5%, signal=48%	
MONOCYTE CHEMOTAXIS%GOBP%GO:0002548	MONOCYTE CHEMOTAXIS%GOBP%GO:0002548		15	-0.73051447	-2.3757405	0.0	4.3831402E-4	0.006	791	tags=53%, list=7%, signal=57%	
POSITIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001961	POSITIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001961		34	-0.5651687	-2.365161	0.0	6.3540455E-4	0.009	547	tags=35%, list=5%, signal=37%	
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481		63	-0.5140472	-2.359944	0.0	6.231852E-4	0.009	693	tags=35%, list=6%, signal=37%	
RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456	RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456		23	-0.63569266	-2.3545773	0.0	6.11427E-4	0.009	780	tags=52%, list=7%, signal=56%	
RESPONSE TO MOLECULE OF BACTERIAL ORIGIN%GOBP%GO:0002237	RESPONSE TO MOLECULE OF BACTERIAL ORIGIN%GOBP%GO:0002237		125	-0.4567188	-2.3503246	0.0	6.686228E-4	0.01	1064	tags=42%, list=9%, signal=46%	
FOLATE METABOLISM%WIKIPATHWAYS_20240310%WP176%HOMO SAPIENS	FOLATE METABOLISM%WIKIPATHWAYS_20240310%WP176%HOMO SAPIENS		26	-0.5929802	-2.3492901	0.0	6.5646594E-4	0.01	634	tags=38%, list=6%, signal=41%	
CYTOSOLIC DNA SENSING PATHWAY%WIKIPATHWAYS_20240310%WP4655%HOMO SAPIENS	CYTOSOLIC DNA SENSING PATHWAY%WIKIPATHWAYS_20240310%WP4655%HOMO SAPIENS		50	-0.5287925	-2.3466809	0.0	6.447434E-4	0.01	456	tags=34%, list=4%, signal=35%	
EBSTEIN BARR VIRUS LMP1 SIGNALING%WIKIPATHWAYS_20240310%WP262%HOMO SAPIENS	EBSTEIN BARR VIRUS LMP1 SIGNALING%WIKIPATHWAYS_20240310%WP262%HOMO SAPIENS		17	-0.7060033	-2.3455791	0.0	6.334321E-4	0.01	898	tags=53%, list=8%, signal=57%	
EXTRAFOLLICULAR AND FOLLICULAR B CELL ACTIVATION BY SARS COV 2%WIKIPATHWAYS_20240310%WP5218%HOMO SAPIENS	EXTRAFOLLICULAR AND FOLLICULAR B CELL ACTIVATION BY SARS COV 2%WIKIPATHWAYS_20240310%WP5218%HOMO SAPIENS		39	-0.5561036	-2.341299	0.0	6.2251085E-4	0.01	907	tags=41%, list=8%, signal=44%	
PEPTIDE ANTIGEN ASSEMBLY WITH MHC PROTEIN COMPLEX%GOBP%GO:0002501	PEPTIDE ANTIGEN ASSEMBLY WITH MHC PROTEIN COMPLEX%GOBP%GO:0002501		16	-0.69077766	-2.3017483	0.0	0.001237799	0.02	1840	tags=69%, list=16%, signal=82%	
MHC PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002396	MHC PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002396		16	-0.69077766	-2.3007748	0.0	0.001217169	0.02	1840	tags=69%, list=16%, signal=82%	
PID_TNF_PATHWAY%MSIGDB_C2%PID_TNF_PATHWAY	PID_TNF_PATHWAY%MSIGDB_C2%PID_TNF_PATHWAY		34	-0.55389243	-2.3002148	0.0	0.0011972154	0.02	587	tags=38%, list=5%, signal=40%	
ISOPRENOID BIOSYNTHETIC PROCESS%GOBP%GO:0008299	ISOPRENOID BIOSYNTHETIC PROCESS%GOBP%GO:0008299		15	-0.68962765	-2.2938972	0.0	0.0011779055	0.02	1569	tags=47%, list=14%, signal=54%	
POSITIVE REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032728	POSITIVE REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032728		35	-0.5341729	-2.284216	0.0	0.0012195259	0.021	604	tags=34%, list=5%, signal=36%	
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032760	POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032760		63	-0.48547694	-2.281321	0.0	0.001200471	0.021	604	tags=25%, list=5%, signal=27%	
HALLMARK_COMPLEMENT%MSIGDBHALLMARK%HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT%MSIGDBHALLMARK%HALLMARK_COMPLEMENT		100	-0.47302935	-2.2787125	0.0	0.0012392264	0.022	845	tags=34%, list=7%, signal=36%	
REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0042509	REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0042509		24	-0.60203296	-2.2729106	0.0	0.0013837666	0.025	1094	tags=50%, list=10%, signal=55%	
CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216	CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216		113	-0.452531	-2.2712245	0.0	0.0013631134	0.025	1064	tags=40%, list=9%, signal=43%	
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001237	NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001237		46	-0.5213881	-2.2700963	0.0	0.0013430676	0.025	847	tags=37%, list=7%, signal=40%	
CELL SURFACE TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0140895	CELL SURFACE TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0140895		30	-0.56916595	-2.2668595	0.0	0.0013236029	0.025	1061	tags=50%, list=9%, signal=55%	
RESPONSE TO CHEMOKINE%GOBP%GO:1990868	RESPONSE TO CHEMOKINE%GOBP%GO:1990868		31	-0.54886323	-2.2649052	0.0	0.0013046943	0.025	597	tags=39%, list=5%, signal=41%	
CELLULAR RESPONSE TO TYPE I INTERFERON%GOBP%GO:0071357	CELLULAR RESPONSE TO TYPE I INTERFERON%GOBP%GO:0071357		23	-0.6001667	-2.2588763	0.0	0.0013905019	0.027	780	tags=48%, list=7%, signal=51%	
NETWORK MAP OF SARS COV 2 SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP5115%HOMO SAPIENS	NETWORK MAP OF SARS COV 2 SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP5115%HOMO SAPIENS		117	-0.45124042	-2.2580485	0.0	0.0013711894	0.027	780	tags=32%, list=7%, signal=35%	
FIBRIN COMPLEMENT RECEPTOR 3 SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP4136%HOMO SAPIENS	FIBRIN COMPLEMENT RECEPTOR 3 SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP4136%HOMO SAPIENS		25	-0.5982044	-2.2573922	0.0	0.0013524059	0.027	857	tags=44%, list=8%, signal=47%	
PURINERGIC SIGNALING IN LEISHMANIASIS INFECTION%REACTOME DATABASE ID RELEASE 81%9660826	PURINERGIC SIGNALING IN LEISHMANIASIS INFECTION%REACTOME DATABASE ID RELEASE 81%9660826		23	-0.6038201	-2.2571447	0.0	0.0013341302	0.027	820	tags=52%, list=7%, signal=56%	
NOVEL INTRACELLULAR COMPONENTS OF RIG I LIKE RECEPTOR PATHWAY%WIKIPATHWAYS_20240310%WP3865%HOMO SAPIENS	NOVEL INTRACELLULAR COMPONENTS OF RIG I LIKE RECEPTOR PATHWAY%WIKIPATHWAYS_20240310%WP3865%HOMO SAPIENS		46	-0.498291	-2.254757	0.0	0.0013639223	0.028	898	tags=35%, list=8%, signal=38%	
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903557	POSITIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903557		66	-0.4727364	-2.2506895	0.0	0.001443305	0.03	604	tags=24%, list=5%, signal=25%	
CELL RECRUITMENT (PRO-INFLAMMATORY RESPONSE)%REACTOME DATABASE ID RELEASE 81%9664424	CELL RECRUITMENT (PRO-INFLAMMATORY RESPONSE)%REACTOME DATABASE ID RELEASE 81%9664424		23	-0.6038201	-2.2454548	0.0	0.0015715092	0.033	820	tags=52%, list=7%, signal=56%	
MITOCHONDRIAL IMMUNE RESPONSE TO SARS COV 2%WIKIPATHWAYS_20240310%WP5038%HOMO SAPIENS	MITOCHONDRIAL IMMUNE RESPONSE TO SARS COV 2%WIKIPATHWAYS_20240310%WP5038%HOMO SAPIENS		23	-0.5873702	-2.2427027	0.0	0.0016475429	0.035	709	tags=39%, list=6%, signal=42%	
MEASLES VIRUS INFECTION%WIKIPATHWAYS_20240310%WP4630%HOMO SAPIENS	MEASLES VIRUS INFECTION%WIKIPATHWAYS_20240310%WP4630%HOMO SAPIENS		89	-0.4464999	-2.2360415	0.0	0.0017178735	0.037	898	tags=35%, list=8%, signal=38%	
POSITIVE REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0002230	POSITIVE REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0002230		21	-0.6221408	-2.216266	0.0	0.0019222025	0.042	735	tags=52%, list=6%, signal=56%	
PROSTAGLANDIN SIGNALING%WIKIPATHWAYS_20240310%WP5088%HOMO SAPIENS	PROSTAGLANDIN SIGNALING%WIKIPATHWAYS_20240310%WP5088%HOMO SAPIENS		18	-0.6439802	-2.212838	0.0	0.0018984716	0.042	738	tags=61%, list=6%, signal=65%	
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236	REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236		77	-0.43495598	-2.2105017	0.0	0.0018753195	0.042	985	tags=34%, list=9%, signal=37%	
RESPONSE TO INTERFERON-ALPHA%GOBP%GO:0035455	RESPONSE TO INTERFERON-ALPHA%GOBP%GO:0035455		17	-0.64988035	-2.2103186	0.0	0.0018527254	0.042	780	tags=47%, list=7%, signal=50%	
TOLL LIKE RECEPTOR SIGNALING RELATED TO MYD88%WIKIPATHWAYS_20240310%WP3858%HOMO SAPIENS	TOLL LIKE RECEPTOR SIGNALING RELATED TO MYD88%WIKIPATHWAYS_20240310%WP3858%HOMO SAPIENS		27	-0.5812474	-2.2089229	0.0	0.001830669	0.042	1061	tags=44%, list=9%, signal=49%	
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731		57	-0.4725438	-2.2058854	0.0	0.0018524332	0.043	597	tags=35%, list=5%, signal=37%	
PYROPTOSIS%REACTOME DATABASE ID RELEASE 81%5620971	PYROPTOSIS%REACTOME DATABASE ID RELEASE 81%5620971		22	-0.6078581	-2.2027187	0.0	0.0018756847	0.044	1021	tags=36%, list=9%, signal=40%	
CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869	CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869		31	-0.54886323	-2.1970227	0.0	0.0020221465	0.047	597	tags=39%, list=5%, signal=41%	
RIP-MEDIATED NFKB ACTIVATION VIA ZBP1%REACTOME DATABASE ID RELEASE 81%1810476	RIP-MEDIATED NFKB ACTIVATION VIA ZBP1%REACTOME DATABASE ID RELEASE 81%1810476		17	-0.6293666	-2.1760874	0.0	0.0025449519	0.06	898	tags=47%, list=8%, signal=51%	
INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0140888	INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0140888		30	-0.5467198	-2.1757355	0.0	0.0025566574	0.061	780	tags=43%, list=7%, signal=46%	
NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824	NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824		64	-0.45495	-2.175546	0.0	0.0025682047	0.062	1045	tags=34%, list=9%, signal=38%	
RESPONSE TO INTERLEUKIN-6%GOBP%GO:0070741	RESPONSE TO INTERLEUKIN-6%GOBP%GO:0070741		21	-0.59804374	-2.173674	0.0	0.0025399826	0.062	554	tags=29%, list=5%, signal=30%	
CELL SURFACE PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002752	CELL SURFACE PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002752		32	-0.54118544	-2.1711264	0.0	0.002678248	0.066	1061	tags=50%, list=9%, signal=55%	
